date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:13:17	78123/78123	---M-Z	200	added ('OK')	text/html	etag:%221312b-55d74116930ac-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/single-news-1.html	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/single-news-1.html	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:18	102566/102566	---M-Z	200	added ('OK')	text/html	etag:%22190a6-55d7411936590-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/single-news-2.html	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/single-news-2.html	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:19	70166/70166	---M-Z	200	added ('OK')	text/html	etag:%2211216-55d74118e9ee2-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/single-news-3.html	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/single-news-3.html	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:20	50255/50255	---M-Z	200	added ('OK')	text/html	etag:%22c44f-55d7410600c67-gzip%22	https://www.radiustheme.com/demo/html/newsedge/newsedge/contact.html	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/newsedge/contact.html	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:22	103677/103677	---M--	200	added ('OK')	image/jpeg	etag:%22194fd-55a2982e7bed6%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/banner1.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/banner1.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:23	3009/3009	---M--	200	added ('OK')	image/png	etag:%22bc1-55a2982bcda28%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/banner-logo.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/banner-logo.png	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:23	56680/56680	---M--	200	added ('OK')	image/jpeg	etag:%22dd68-55a2982e359d1%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/banner2.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/banner2.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:24	49881/49881	---M--	200	added ('OK')	image/jpeg	etag:%22c2d9-55a2983407635%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home1.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home1.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:25	52946/52946	---M--	200	added ('OK')	image/jpeg	etag:%22ced2-55a298340dbc5%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home2.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home2.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:26	43533/43533	---M--	200	added ('OK')	image/jpeg	etag:%22aa0d-55a2983658e7b%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home3.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home3.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:27	57600/57600	---M--	200	added ('OK')	image/jpeg	etag:%22e100-55a2983656b53%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home4.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home4.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:28	55840/55840	---M--	200	added ('OK')	image/jpeg	etag:%22da20-55a29838a9ef2%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home5.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home5.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:29	48676/48676	---M--	200	added ('OK')	image/jpeg	etag:%22be24-55a29838aa2da%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home6.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home6.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:30	47627/47627	---M--	200	added ('OK')	image/jpeg	etag:%22ba0b-55a2983b05b49%22	https://www.radiustheme.com/demo/html/newsedge/img/product/home7.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/home7.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:31	1434/1434	---M--	200	added ('OK')	image/jpeg	etag:%2259a-55a29839e176a%22	https://www.radiustheme.com/demo/html/newsedge/img/product/soon.jpg	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/product/soon.jpg	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:33	162536/162536	---M--	200	added ('OK')	image/png	etag:%2227ae8-55a298311e41b%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/inner.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/inner.png	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:33	287/287	---M--	200	added ('OK')	image/png	etag:%2211f-55a2982a92330%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/about1.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/about1.png	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:34	280/280	---M--	200	added ('OK')	image/png	etag:%22118-55a2982a91b60%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/about2.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/about2.png	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:35	288/288	---M--	200	added ('OK')	image/png	etag:%22120-55a2982bc3618%22	https://www.radiustheme.com/demo/html/newsedge/img/banner/about3.png	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/img/banner/about3.png	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:36	85581/85581	---M-Z	200	added ('OK')	application/javascript	etag:%2214e4d-55a2981c12b3e-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/jquery-2.2.4.min.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/jquery-2.2.4.min.js	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:37	760/760	---M-Z	200	added ('OK')	application/javascript	etag:%222f8-55a298203e599-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/plugins.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/plugins.js	(from https://www.radiustheme.com/demo/html/newsedge/)
17:13:38	36868/36868	---M-Z	200	added ('OK')	application/javascript	etag:%229004-55a2981c14696-gzip%22	https://www.radiustheme.com/demo/html/newsedge/js/bootstrap.min.js	/home/turtuvshin/My%20Web%20Sites/newsedge/www.radiustheme.com/demo/html/newsedge/js/bootstrap.min.js	(from https://www.radiustheme.com/demo/html/newsedge/)
